File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
2c7cb8b2-4c26-4f91-8bff-48369144d8f7	25c55776-4df2-44c2-bbd3-fadec618115c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A7LX	TCGA-IB-A7LX-01A	Primary Tumor
4b1b3103-7692-4f73-b375-21b0124961f5	855d4a17-5c83-429d-919b-8c2a8e9bab0b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IZ	TCGA-3A-A9IZ-01A	Primary Tumor
71d53e0b-1b75-4046-b339-056dcf61cf00	a995d6ba-19c7-498f-b2d8-3f9b4b4826a1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7649	TCGA-IB-7649-01A	Primary Tumor
d8ca2ae1-3fb6-46fb-a2cd-904ba7278a59	e7e83d39-85b9-45c2-a4f4-f92080ef770a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-7273	TCGA-F2-7273-01A	Primary Tumor
38d708e8-f932-47f4-b9b6-454ed6a2f594	2553d284-ed47-49cb-afd6-13c0ed5bc9cb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IU	TCGA-3A-A9IU-01A	Primary Tumor
af693732-aa1f-49a1-aa48-1d17079ccbbe	480de2f2-6f01-43e9-bc1b-77b8ec8451f5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7897	TCGA-IB-7897-01A	Primary Tumor
ba6e9e0f-74fc-4681-8a6c-4d69418845dc	d1356d85-5b29-4666-818c-b1f43bcdab3c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-S4-A8RM	TCGA-S4-A8RM-01A	Primary Tumor
14b9f815-4748-4779-a8d2-2992c7d160d5	c642e018-f0cb-4be8-9b19-c944f1daf9cf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABO	TCGA-2J-AABO-01A	Primary Tumor
dfba6c40-d1d7-41a2-9546-0d082915a2aa	27f41c98-3658-48c9-a257-d9ecad3276c8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPS	TCGA-FB-AAPS-01A	Primary Tumor
493b827d-2e23-4111-8e02-61ddc217d6f3	7d0fbed4-b5e1-4633-ac04-e0ee614b90ee.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A5A3	TCGA-HV-A5A3-01A	Primary Tumor
897f4062-2b08-4d0d-99aa-c9a89589af92	6c73911d-8d0a-4a5a-9251-4ded7ea70fef.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IB	TCGA-3A-A9IB-01A	Primary Tumor
cb839237-af7e-41c3-b203-385a5e948ed4	7051e52f-069d-48d5-966e-064a01bf2725.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A7OL	TCGA-HV-A7OL-01A	Primary Tumor
d5a57d16-6480-441d-8417-7183647d6592	1f2aa905-5022-4efe-afac-022d1acfdbe5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7924	TCGA-HZ-7924-01A	Primary Tumor
9c29f0c5-2b12-4fb6-b19e-6669d099dc75	5047576e-f3de-4244-8f47-f78bc1c10c22.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-7276	TCGA-F2-7276-01A	Primary Tumor
9de9f612-0eda-43c0-9402-4dc785799e87	aeeb2bc3-c26d-4988-b4d6-425c7b2db8ae.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABR	TCGA-2J-AABR-01A	Primary Tumor
8f0e8147-63da-43bc-aa58-b22ba70d9cfc	136067dc-fde9-42e4-8488-d38c7e2d713c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-A44G	TCGA-F2-A44G-01A	Primary Tumor
e8ff6640-6433-47c4-a4be-b79c6171e887	b7f66df2-885a-43c6-9fce-8520071d151e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7644	TCGA-IB-7644-01A	Primary Tumor
eaf29e54-5ecc-4f5b-b8eb-676177e197fb	94816a7b-6de4-4586-9ea0-0c4fbbc4abd8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-A7TX	TCGA-F2-A7TX-01A	Primary Tumor
93f86103-e3d6-48f7-b76e-793c616a6d0d	44c3d518-14fa-4d63-b265-d7fc81c398e2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7885	TCGA-IB-7885-01A	Primary Tumor
e9d9eb9f-0ff5-4530-ab24-5e4b6e58bbe8	00faf8ba-ff90-4214-9d03-6c5e14645d8f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7645	TCGA-IB-7645-01A	Primary Tumor
071439e7-4436-4d19-b54b-9d897e7d802c	67fd4b38-5a38-487d-a235-064580064739.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUU	TCGA-IB-AAUU-01A	Primary Tumor
78a81634-dc54-4d9f-93a5-0b1be6a567a0	e7cc80ef-4b87-47d9-bebe-1fb05b5b04a2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8637	TCGA-HZ-8637-01A	Primary Tumor
9cd68c86-7ecf-4add-bece-82354a7899a2	03094067-02d4-40c5-b6fa-bb5180dc7eab.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AAB8	TCGA-2J-AAB8-01A	Primary Tumor
ffa3ad98-54c3-494a-ae04-c501d6bf66f6	df86f65c-b4ca-4d14-92b5-76f600bb12ee.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IJ	TCGA-3A-A9IJ-01A	Primary Tumor
008f1fdc-a5e4-4094-a987-bccc44d5a7c7	7cccb817-cdff-45c0-a4cd-9de57d7d8c48.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-OE-A75W	TCGA-OE-A75W-01A	Primary Tumor
b8ebf300-67a8-4d9e-a19a-f057d1f923a5	e8924790-8df6-40ed-be0d-2c74d8c2d974.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUO	TCGA-IB-AAUO-01A	Primary Tumor
143e70c9-6a0e-4da6-b7d9-2fd6df637199	08562fbc-4f41-408b-8bd1-0c656071d69f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A5SS	TCGA-IB-A5SS-01A	Primary Tumor
a649b500-01df-402b-9961-d9c61a99a915	798e9f56-9964-4544-9d06-6a3aea20d0a6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-PZ-A5RE	TCGA-PZ-A5RE-01A	Primary Tumor
55308ae6-e8be-4e87-ae00-0f1f77346326	50e50114-97c0-46a6-ac5a-8c5c32abd6b2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A77J	TCGA-US-A77J-01A	Primary Tumor
f1ed449c-62d3-4c49-aa4a-c48b93334c36	fef65b57-c58d-4050-8de4-f09f5cd616ce.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUQ	TCGA-IB-AAUQ-01A	Primary Tumor
4cf1f369-bcf0-4a39-9aac-b419226e5978	4a39bda3-2a3f-4253-bea1-607260375f07.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IV	TCGA-3A-A9IV-01A	Primary Tumor
76b51f40-c99c-4d00-90d1-f1458836ae1a	e770b299-b4c2-4dee-95a8-abc3c5773439.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A5SQ	TCGA-IB-A5SQ-01A	Primary Tumor
78bb8d49-54aa-43a1-aec4-31da818cdb14	1f997074-0020-47e6-9928-5bf7209c552d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-H6-A45N	TCGA-H6-A45N-01A	Primary Tumor
a10e798f-10bf-4541-a6bf-caba799e5e2a	93efda82-e564-4f15-b733-e924a049234d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7919	TCGA-HZ-7919-01A	Primary Tumor
1fe6aae5-23ae-4c8f-b12e-773086973975	e228d8be-74db-4b34-90d6-5d757f15310b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPY	TCGA-FB-AAPY-01A	Primary Tumor
cdf204e6-e128-43a6-b893-3727c05869d7	6020245b-2956-46cf-9048-fbc09709ab22.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-H6-A45N	TCGA-H6-A45N-11A	Solid Tissue Normal
461b085e-8ab6-4fd0-844e-95fb48c56c2c	12088339-1c7d-45ce-94b5-109555472ac2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-YH-A8SY	TCGA-YH-A8SY-01A	Primary Tumor
ae882700-a227-49ae-bf46-dedcae548a09	4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-XN-A8T3	TCGA-XN-A8T3-01A	Primary Tumor
96c2395e-ed96-48b8-94f8-0f17888d38bd	d64765a8-65d1-4205-bc12-2a23e056d901.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-XD-AAUH	TCGA-XD-AAUH-01A	Primary Tumor
c05681cf-f852-4591-8884-08b13be2cf9e	bb15d7d0-8705-49af-89e4-fc13c01de642.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7887	TCGA-IB-7887-01A	Primary Tumor
38bbf913-9b62-41af-9e5a-d24fe1138d4b	d7d3fe8e-3885-44e8-934c-50f2a3bbfb2f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2L-AAQJ	TCGA-2L-AAQJ-01A	Primary Tumor
913df27c-6645-45cc-ada4-9c256a531181	fb65f821-92cb-402a-ad2f-d4044ca7de4d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-RL-AAAS	TCGA-RL-AAAS-01A	Primary Tumor
88e60c83-a8d4-43e7-b2f4-3b133bda1216	f144de50-6126-4912-9c94-824d1eb0fac5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A4P5	TCGA-FB-A4P5-01A	Primary Tumor
f25787f0-9415-4eb5-899e-d733fca8f631	a6ad90fe-ccfe-47ce-9e5a-95f5e7acf761.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-L1-A7W4	TCGA-L1-A7W4-01A	Primary Tumor
fee28226-ab29-438c-a11c-d002ca47015e	7bf647f0-c20e-42e6-b7d5-6510a8d066fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7651	TCGA-IB-7651-01A	Primary Tumor
b2f87670-d9ef-4d0e-9832-fba02ba1336b	2e33a2c5-2196-49c4-866a-34b12d984c15.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7888	TCGA-IB-7888-01A	Primary Tumor
b62439be-c7d4-41b8-9099-1619ca2dc58f	a155ec07-2baf-404b-85bc-28330a8fee33.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABP	TCGA-2J-AABP-01A	Primary Tumor
4ab05cf6-ad72-4b27-b9df-5322de131866	55461fda-c46a-42a8-acf1-7d39149b799e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IO	TCGA-3A-A9IO-01A	Primary Tumor
0d81578d-13b1-4e8f-b621-ae4b4954f8d4	b9038119-a0a9-4987-b9e3-02ea055a644a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A5A3	TCGA-HV-A5A3-11A	Solid Tissue Normal
09bd94d6-a115-4c5e-a9ce-db6277c386e1	4b377b21-fed6-4684-bd4c-93850e8b5b8a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AAB6	TCGA-2J-AAB6-01A	Primary Tumor
f108fc43-9c6f-451a-97ea-4dc4bd64f9ee	38fa431c-aaff-44ef-a28a-3a6bdd4688d1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7890	TCGA-IB-7890-01A	Primary Tumor
4d98a852-c30a-437b-a214-ee81015d674b	25b906db-fd54-4b85-b67e-e421826bd794.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8005	TCGA-HZ-8005-01A	Primary Tumor
a2df4654-5030-46c6-98ce-c37c99128bd0	548f36c1-215a-4b7b-97fc-e9523f6aeb6d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A5SP	TCGA-IB-A5SP-01A	Primary Tumor
496308b4-a886-4bc4-8c85-23c483d98aa5	388fca1d-5282-41cc-b638-dfdf54249dbd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2L-AAQA	TCGA-2L-AAQA-01A	Primary Tumor
3abf09bd-4cce-4a8c-91e7-8dc2cbc120b4	b0159d01-f1eb-490d-875b-cfdabed6f529.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-AA8X	TCGA-HV-AA8X-01A	Primary Tumor
ba5cc9d6-4977-4945-81ea-41eb741ab6c5	0f426284-c121-4860-bb80-8df032b0dea8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7652	TCGA-IB-7652-01A	Primary Tumor
4b9ab2e0-c986-49af-acf4-22ee883df77e	dd2f0366-10f3-40e4-90d5-c5c2c7a65289.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7922	TCGA-HZ-7922-01A	Primary Tumor
75fd5507-2758-4f94-8ea9-3f8f60d87eb7	65a45bca-b5d4-4763-a51f-f7b9ad9efcb9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-S4-A8RO	TCGA-S4-A8RO-01A	Primary Tumor
c14646c9-5857-489e-94eb-d708abaa909f	939eeb3c-9c0b-431f-8020-7165ee19f068.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7893	TCGA-IB-7893-01A	Primary Tumor
81228d13-ba42-4ecf-8960-e681fad62f6c	75546c1f-e923-443a-ad59-83d93737b898.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-Z5-AAPL	TCGA-Z5-AAPL-01A	Primary Tumor
691ffe9f-ae48-41ff-a88f-8cff711f5ea8	aab761be-87c9-41a2-99b8-8bed9032333c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8003	TCGA-HZ-8003-01A	Primary Tumor
5629a2d8-0f4c-45f4-8f10-0611bf3260ae	bdaa2f92-f32d-4740-bfbc-e02e32228732.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A49H	TCGA-HZ-A49H-01A	Primary Tumor
af9061ac-7a1f-439f-8c73-c2cfef89244e	b490fdcb-d7ae-4473-93a5-eb332225b81b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9J0	TCGA-3A-A9J0-01A	Primary Tumor
62bcd8f5-1038-4bef-8c50-e0acec8c8eb8	97cc2d08-c822-4cc5-aafc-d2c1fc1c9b57.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A5A5	TCGA-HV-A5A5-01A	Primary Tumor
6b9c767f-2870-4e60-a25e-1ad4402edca5	12caae52-5f67-4df5-9e83-072844acd484.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A77E	TCGA-US-A77E-01A	Primary Tumor
da5e42b6-0e51-4ffa-b087-7f5c78ee59d5	98b1beb5-8d4c-45d1-a618-2d43aafa056c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ6	TCGA-FB-AAQ6-01A	Primary Tumor
50e27193-14a5-4f21-977e-a694a69bfe70	0349f526-7816-4a7d-9967-1f75dd9ff00a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-A8YN	TCGA-F2-A8YN-01A	Primary Tumor
5231ee98-c4e5-4818-b5e9-c6cb13292504	83f33647-1b5f-4017-bb52-02cfb2478641.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABK	TCGA-2J-AABK-01A	Primary Tumor
b691cb10-daf1-4bf5-9571-249d9f8f5144	05f0ced5-6976-4f43-9be5-fddb3f550adf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-H6-8124	TCGA-H6-8124-01A	Primary Tumor
40ab23a5-ee9e-4ef1-b0e4-3f1beab872dd	feb22766-4282-47c8-bfe2-7d020b4a15d4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-Q3-A5QY	TCGA-Q3-A5QY-01A	Primary Tumor
65139ff4-fc1e-49cf-bddf-6aa132c1ac6d	7989aed0-f0bc-4f0c-a8ae-f084221ed3f5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A8P0	TCGA-HZ-A8P0-01A	Primary Tumor
38e0e170-4a51-4a93-971a-ccdeede430c4	8103517e-1192-4e6a-87c2-eb02010fa417.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A49G	TCGA-HZ-A49G-01A	Primary Tumor
830a7284-497c-4e7f-8106-e640a6d7c1c9	59f31be1-8904-4395-a968-8bc9f68b5160.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A5A6	TCGA-HV-A5A6-01A	Primary Tumor
60b68cc6-a7d8-4134-aad1-06acd5633f47	3f2cc0e5-5c45-4b32-bed1-8d549bb167eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUT	TCGA-IB-AAUT-01A	Primary Tumor
463a7063-1bb8-4777-b563-da0ea7bca924	2132e4b3-f882-4d05-9cb6-be9a24c510c0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ3	TCGA-FB-AAQ3-01A	Primary Tumor
d764e333-7d35-4bb3-8ac1-e6627cb2d197	16c63027-f745-41c4-a5e8-f6d9f1fbf1c8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-6879	TCGA-F2-6879-01A	Primary Tumor
d5879a44-c14d-4db0-9daa-164bee80cec2	20f5f419-da3f-4c43-95fb-f7b6218c49f6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A6UG	TCGA-IB-A6UG-01A	Primary Tumor
